"Method","name1","name2","HeS","HoS","DL","HD","DR"
"CbMPDiCbraya","G10024","G23459",0,0.0274931134440164,0.430942466023967,0,0.541564420532017
"CbMPDiCbraya","G10024","G23464",0.0204217396761642,0.201581276433763,0.337606514879445,0,0.440390469010628
"CbMPDiCbraya","G10024","G23470",0.0204217396761642,0.0385505490270541,0.310465310903204,0,0.630562400393577
"CbMPDiCbraya","G10024","G23505",0.00346105508437841,0.106669905329393,0.401593725727048,0,0.488275313859181
"CbMPDiCbraya","G10024","G23511A",0.0204217396761642,0.0448141272481127,0.44362819920864,5.02071043052592e-05,0.491085726762777
"CbMPDiCbraya","G10024","G23512",0.0204217396761642,0.0550106814102273,0.452134550937411,9.88405057253545e-05,0.472334187470472
"CbMPDiCbraya","G10024","G23517",0,0.127995332473179,0.260380215159304,0,0.611624452367518
"CbMPDiCbraya","G10024","G23520",0.0803462521525743,0.093204896913966,0.282521576276727,8.79508661001848e-05,0.543839323790632
"CbMPDiCbraya","G10024","G23526",0.0204217396761642,0.110107139535436,0.23624961713154,0,0.633221503656859
"CbMPDiCbraya","G10024","G23527",0,0.0269826000072033,0.272876830992011,0,0.700140569000786
"CbMPDiCbraya","G10024","G23538",0,0.118210318052228,0.286993738186346,0,0.594795943761427
"CbMPDiCbraya","G10024","G23545A",0.0204217396761642,0.187896892824326,0.262210685402569,0.000116854517274846,0.529353827579665
"CbMPDiCbraya","G10024","G23589",0.0467634569999795,0.0775573490084257,0.244093330716344,0,0.631585863275251
"CbMPDiCbraya","G10024","G23664",0.0616935333475921,0.0116932199871659,0.473646848474335,8.35897167331289e-05,0.452882808474173
"CbMPDiCbraya","G10024","G23667",0.0283664648277974,0.0408548810463406,0.286141435628432,0,0.64463721849743
"CbMPDiCbraya","G10024","G23678",0.0204217396761642,0.105316184066969,0.390744947910129,5.64105782506686e-05,0.483460717768487
"CbMPDiCbraya","G10024","G24339",0,0.0618969614393673,0.463955934439978,5.02071043052592e-05,0.474096897016349
"CbMPDiCbraya","G10024","G24358",0,0.0461686200847652,0.258399311081705,0,0.69543206883353
"CbMPDiCbraya","G10024","G24605",0.0204217396761642,0.0205768009937159,0.302054301561373,6.15498596873966e-05,0.656885607909059
"CbMPDiCbraya","G10024","G2488",0.0204217396761642,0.0646275146430811,0.41198681291773,0,0.502963932763025
"CbMPDiCbraya","G10024","G2587",0,0.121332422597116,0.537835692589467,0,0.340831884813417
"CbMPDiCbraya","G10024","G278",0.0239139564634073,0.212862012726111,0.337826063721088,8.20251897050004e-05,0.425315941899689
"CbMPDiCbraya","G10024","G281",0.158465486078598,0.0403567208705705,0.396496170486939,0,0.404681622563893
"CbMPDiCbraya","G10024","G7469",0.20285378151995,0.120705209763971,0.498877613870951,0,0.177563394845129
"CbMPDiCbraya","G10024","G802",0,0.0578689035645181,0.410578611007363,0,0.531552485428119
"CbMPDiCbraya","G10024","G845",0.240855380465061,0.0791712383366743,0.279423678311321,0,0.400549702886943
"CbMPDiCbraya","G10024","G876",0.102695232417054,0.00293515438684574,0.180503300071127,6.07976653696498e-05,0.713805515459604
"CbMPDiCbraya","G10024","G8911",0.0204217396761642,0.0959982156381683,0.286865568499504,0,0.596714476186163
"CbMPDiCbraya","G10024","G8927",0.0239944668445533,0.0647999580725697,0.247012269527208,0,0.664193305555669
"CbMPDiCbraya","G10024","G93",0.0204217396761642,0.093091097449428,0.552029068535686,0,0.334458094338721
"CbMPDiCbraya","G106","G1071",0,0.0136888199374869,0.231161416121377,6.11701856515134e-05,0.755088593755485
"CbMPDiCbraya","G106","G109",0.00175864283748101,0.0400704505745824,0.211005772333521,0,0.747165134254416
"CbMPDiCbraya","G106","G110",0,0.0823071296412637,0.33821960488424,0.000675501436342637,0.578797764038154
"CbMPDiCbraya","G106","G111",0,0.0208744637213947,0.35420777777937,3.56826082967162e-05,0.624882075890939
"CbMPDiCbraya","G106","G1115",0,0.119048892359666,0.199601551521275,0.000857331424130296,0.680492224694928
"CbMPDiCbraya","G106","G1220",0.00175864283748101,0.00941027317733105,0.308007515311702,0.000611727081915451,0.68021184159157
"CbMPDiCbraya","G106","G12983",0.0108709138059776,0.107156315184553,0.0660620884966954,0.000967812628624518,0.814942869884149
"CbMPDiCbraya","G106","G13505",0,0.00888048737085982,0.0474237029117011,0.000825050203386277,0.942870759514053
"CbMPDiCbraya","G106","G1459",0.0924465546689114,0.00678763616792674,0.379610312623832,0,0.52115549653933
"CbMPDiCbraya","G106","G1642",0,0.0499166300745794,0.366286280060778,5.09751547095945e-06,0.583791992349172
"CbMPDiCbraya","G106","G1653",0,0.0536110471248007,0.183022693117706,0.000858669833676063,0.762507589923817
"CbMPDiCbraya","G106","G16701",0.0285739640656333,0.00391417906755924,0.477101545165858,0,0.490410311700949
"CbMPDiCbraya","G106","G1679",0,0.0706218117878393,0.583405803229665,0.00105518473965667,0.344917200242839
"CbMPDiCbraya","G106","G18440",0.00175864283748101,0.030492915306307,0.143992579805904,0.000151468261167219,0.823604393789141
"CbMPDiCbraya","G106","G18889",0,0.076373295545254,0.13471778981291,0.000127437886773986,0.788781476755062
"CbMPDiCbraya","G106","G19177",0.00104472422110375,0.0975703515940528,0.267550710421047,0.000127437886773986,0.633706775877023
"CbMPDiCbraya","G106","G19888",0,0.0520245352228299,0.475927298294893,4.40610845338856e-05,0.472004105397743
"CbMPDiCbraya","G106","G19889",0,0.000106281415927999,0.452136996599165,0.000147258968476485,0.547609463016431
"CbMPDiCbraya","G106","G19891",0,0.0988097773194879,0.333320771861048,0,0.567869450819464
"CbMPDiCbraya","G106","G19892",0,0.128559421810407,0.127043966702271,0.00129766664519548,0.743098944842126
"CbMPDiCbraya","G106","G19893",0.0194544925717829,0.00784344984979596,0.540091829250876,0,0.432610228327545
"CbMPDiCbraya","G106","G19895",0,0.0164588065876557,0.384763178626468,0.000808660865441822,0.597969353920435
"CbMPDiCbraya","G106","G19896",0.00098008569357952,0.0289520745047083,0.447956476228229,0.000127437886773986,0.521983925686709
"CbMPDiCbraya","G106","G19897",0.00175864283748101,0.0642727389257271,0.590529745545448,1.82874420135693e-05,0.34342058524933
"CbMPDiCbraya","G106","G22309",0,0.0329456412959835,0.204686094285662,5.09751547095945e-06,0.762363166902884
"CbMPDiCbraya","G106","G23419",0,0.00308319191490378,0.390658395659518,0,0.606258412425578
"CbMPDiCbraya","G106","G23419A",0,0.00790206919655673,0.200341242000106,0.00138694799204749,0.79036974081129
"CbMPDiCbraya","G106","G23421",0,0.0559716743326632,0.374858077181507,0,0.56917024848583
"CbMPDiCbraya","G106","G23422",0,0.0604909571680501,0.234046511661621,0.000207589072176978,0.705254942098152
"CbMPDiCbraya","G106","G23426",0,0.097924967719205,0.239984922293975,0.00107523121851253,0.661014878768307
"CbMPDiCbraya","G106","G23427",0,0.104614699917349,0.132579491467402,0.000166884478268282,0.762638924136981
"CbMPDiCbraya","G106","G23455",0.00185703693141823,0.0465223012026071,0.289910346552713,0.000659157373238409,0.661051157940023
"CbMPDiCbraya","G106","G23458",0.0418679718309799,0.0276578229138569,0.407529049133673,0.00101758548226481,0.521927570639225
"CbMPDiCbraya","G106","G23459",0,0.0339995862671424,0.351318994971423,0.000676332864658902,0.614005085896775
"CbMPDiCbraya","G106","G23464",0.00175864283748101,0.0248901740263591,0.225474571736541,0.000625038879996356,0.747251572519623
"CbMPDiCbraya","G106","G23470",0,0.00473827057462035,0.184756344644379,0.000833376686942032,0.809672008094059
"CbMPDiCbraya","G106","G23505",0,0.070605371259097,0.0838560870489019,0.000766844887020401,0.844771696804981
"CbMPDiCbraya","G106","G23511A",0,0.0024456410806548,0.382623780223666,0.000127437886773986,0.614803140808905
"CbMPDiCbraya","G106","G23512",0,0.0926116589514527,0.267152681954227,0.000176071288194082,0.640059587806126
"CbMPDiCbraya","G106","G23517",0.000980636822558921,0.109973115904383,0.102013596718121,0.000788532201662974,0.786244118353274
"CbMPDiCbraya","G106","G23520",0.0599245124764101,0.0692979075540205,0.0779316914242771,0.000170279164039871,0.792675609381252
"CbMPDiCbraya","G106","G23526",0,0.00959010111890724,0.221818155762754,0.000764730253350599,0.767827012864988
"CbMPDiCbraya","G106","G23527",0,0.0280265385251427,0.123249573167315,0.000837117622784334,0.847886770684758
"CbMPDiCbraya","G106","G23538",0,0.00648524897765261,0.17764714520647,0.000212596499208696,0.815655009316668
"CbMPDiCbraya","G106","G23545A",0.000979635841643894,9.72325057953433e-05,0.298129395891241,0.000834013347272541,0.699959722414047
"CbMPDiCbraya","G106","G23589",0.0208577324187162,0.0850262143549621,0.258003079342071,0.00018020346881257,0.635932770415438
"CbMPDiCbraya","G106","G23664",0,0.177021704184307,0.290672449844684,0.000127437886773986,0.532178408084235
"CbMPDiCbraya","G106","G23667",0.000989757559047514,0.0124411098443662,0.330942479681599,0,0.655626652914987
"CbMPDiCbraya","G106","G23678",0.00100574878315475,0.0152074266322694,0.271569578012491,0.000794538731896515,0.711422707840189
"CbMPDiCbraya","G106","G24339",0,0.0693061360306835,0.391462409454321,0.000127437886773986,0.539104016628221
"CbMPDiCbraya","G106","G24358",0.000979832228329485,0.0218122553891406,0.123156192460653,0.000806965476372253,0.853244754445505
"CbMPDiCbraya","G106","G24605",0,0.0208500826754888,0.150898459032834,0.000756727738582436,0.827494730553095
"CbMPDiCbraya","G106","G2488",0.00175864283748101,0.0745793156004887,0.240300390580568,0.000168264211588227,0.683193386769875
"CbMPDiCbraya","G106","G2587",0,0.0233297016668606,0.404819032384726,0.000761784105308579,0.571089481843105
"CbMPDiCbraya","G106","G278",0.00128670879347971,0.154386107431525,0.347257683980472,0.000854573063847521,0.496214926730675
"CbMPDiCbraya","G106","G281",0.000982232952776159,0.147706639512378,0.280049609954472,5.09751547095945e-06,0.571256420064903
"CbMPDiCbraya","G106","G7469",0.117179788069167,0.0593163880350249,0.413813335924751,0.000606604341044175,0.409083883630012
"CbMPDiCbraya","G106","G802",0.000999630203727133,0.0340548862466022,0.276686703817454,0.000714858899245511,0.687543920832971
"CbMPDiCbraya","G106","G845",0.000981365569142356,0.0216950992681012,0.572743456619053,3.56826082967162e-05,0.404544395935407
"CbMPDiCbraya","G106","G876",0.00102932560485195,0.0211778815362396,0.173315271674037,0.00117516677867316,0.803302354406198
"CbMPDiCbraya","G106","G8911",0,0.108637534315705,0.18609154912321,0.000172108208865944,0.705098808352219
"CbMPDiCbraya","G106","G8927",0.00273931082455229,0.0410430808595153,0.206209864637183,0.000260978410252838,0.749746765268496
"CbMPDiCbraya","G106","G93",0,0.0193545150008095,0.498272832170126,0,0.482372652829065
"CbMPDiCbraya","G1071","G109",0.00252419893190921,0.0765557576798993,0.295933386431804,0,0.624986656956387
"CbMPDiCbraya","G1071","G110",0.00732780858962992,0.054797215059827,0.300636927430184,0,0.63723804892036
"CbMPDiCbraya","G1071","G111",0,0.0522045226594933,0.496572978492035,0,0.451222498848472
"CbMPDiCbraya","G1071","G1115",0,0.0154764304163524,0.428009525101334,7.3005490012849e-06,0.556506743933312
"CbMPDiCbraya","G1071","G1220",0.00974141583885272,0.0107675601675149,0.36772244212999,0,0.611768581863642
"CbMPDiCbraya","G1071","G12983",0.00720264668564125,0.0757198642173859,0.18279432913292,4.40195094465867e-06,0.734278758013108
"CbMPDiCbraya","G1071","G13505",0,0.0112205132211057,0.302876390803669,0,0.685903095975226
"CbMPDiCbraya","G1071","G1459",0.0175577763899817,0.141606939687828,0.352679945865529,9.66780575761374e-05,0.488058659999085
"CbMPDiCbraya","G1071","G1642",0,0.0359126855281423,0.512601861093672,0,0.451485453378186
"CbMPDiCbraya","G1071","G1653",0,0.0248362515086729,0.256692811912838,5.73838693943133e-06,0.71846519819155
"CbMPDiCbraya","G1071","G16701",0.0391168981289093,0.0721386115888338,0.4805307074497,0.000120174974763255,0.408093607857794
"CbMPDiCbraya","G1071","G1679",0.00159031029814212,0.0664480532465414,0.544098482533522,0.0124748039106307,0.375388350011163
"CbMPDiCbraya","G1071","G18440",0.068058198125849,0.0519307850383232,0.19810145664975,0,0.681909560186078
"CbMPDiCbraya","G1071","G18889",0,0.0757745499674631,0.267940003818421,0,0.656285446214115
"CbMPDiCbraya","G1071","G19177",0.000100681585403519,0.0103947776146922,0.432245196938395,0,0.55725934386151
"CbMPDiCbraya","G1071","G19888",0,0.0198977386759201,0.588958887192144,0.00074151648265614,0.390401857649279
"CbMPDiCbraya","G1071","G19889",0,0.0156863176122722,0.54406355747169,6.60702723416626e-06,0.440243517888804
"CbMPDiCbraya","G1071","G19891",0.0515154033687943,0.0210623066275128,0.388476107549428,0,0.538946182454265
"CbMPDiCbraya","G1071","G19892",0,0.00502030698290302,0.349099077079504,0.000322631105549255,0.645557984832044
"CbMPDiCbraya","G1071","G19893",0,0.0524293979744195,0.502423234750406,0.00145354061826024,0.443693826656914
"CbMPDiCbraya","G1071","G19895",0,0.0235497537591118,0.449737781347471,0.000140697281622023,0.526571767611795
"CbMPDiCbraya","G1071","G19896",0,0.0168464773454595,0.538729872437423,0,0.444423650217118
"CbMPDiCbraya","G1071","G19897",0.00252419893190921,0.00409400863133895,0.551622049029869,6.09581400452309e-06,0.441753647592878
"CbMPDiCbraya","G1071","G22309",0.0071896070626306,0.0394834608017541,0.300310275462998,4.45736088576676e-06,0.653012199311731
"CbMPDiCbraya","G1071","G23419",0,0.00576787465024815,0.500836787647172,0.000117998046984025,0.493277339655595
"CbMPDiCbraya","G1071","G23419A",0,0.000579970851992296,0.284787950930743,0.000287384226658762,0.714344693990606
"CbMPDiCbraya","G1071","G23421",0,0.0736379394339098,0.455058444995005,0,0.471303615571085
"CbMPDiCbraya","G1071","G23422",0,0.0535417569852094,0.303962534061776,0,0.642495708953014
"CbMPDiCbraya","G1071","G23426",0,0.0429863612441871,0.369073750184605,9.29851967566763e-06,0.587930590051532
"CbMPDiCbraya","G1071","G23427",0,0.152534919688257,0.207652936730548,3.76398319757901e-06,0.639808379597997
"CbMPDiCbraya","G1071","G23455",0.000877262042670925,0.0652707386011231,0.326682773494911,0,0.607169225861295
"CbMPDiCbraya","G1071","G23458",0,0.0436177854448488,0.429830802778548,0,0.526551411776603
"CbMPDiCbraya","G1071","G23459",0,0.108389413540603,0.409863617896876,0,0.481746968562521
"CbMPDiCbraya","G1071","G23464",0.00252419893190921,0.000185079140780168,0.318778203429395,0,0.678512518497915
"CbMPDiCbraya","G1071","G23470",0.00723211061323048,0.108198159364965,0.289345542906585,0,0.59522418711522
"CbMPDiCbraya","G1071","G23505",0.00718170208984034,0.0808057086378759,0.340504529423883,0,0.571508059848401
"CbMPDiCbraya","G1071","G23511A",0,0.0604188200755129,0.430125135485307,1.20007680491551e-05,0.509444043671131
"CbMPDiCbraya","G1071","G23512",0.000187585976906082,0.0425221543324179,0.412148946707012,0,0.545141312983664
"CbMPDiCbraya","G1071","G23517",0,0.0794848081694253,0.22509768586796,6.05444153831251e-06,0.695411451521076
"CbMPDiCbraya","G1071","G23520",0.00725172250356315,0.00142694558005768,0.330645244543574,0,0.660676087372805
"CbMPDiCbraya","G1071","G23526",0.00718237258507979,0.107646917949152,0.231525043477434,0,0.653645665988334
"CbMPDiCbraya","G1071","G23527",0,0.0295659182382547,0.240830753810793,0,0.729603327950952
"CbMPDiCbraya","G1071","G23538",0,0.00673539903156982,0.256981011676793,0,0.736283589291637
"CbMPDiCbraya","G1071","G23545A",0,0.000856120425913451,0.378031700017414,0,0.621112179556673
"CbMPDiCbraya","G1071","G23589",0.0208577324187162,0.0569163145280962,0.343451382666959,0.000139423345044894,0.578635147041183
"CbMPDiCbraya","G1071","G23664",0,0.0221523578642794,0.55376733573453,3.33826124278697e-05,0.424046923788763
"CbMPDiCbraya","G1071","G23667",0.00719746459953851,0.00587581449178615,0.286138963137444,0,0.700787757771231
"CbMPDiCbraya","G1071","G23678",0,0.10207747633735,0.284477040520529,0,0.613445483142122
"CbMPDiCbraya","G1071","G24339",0,0.119595040360368,0.399255050600061,0,0.481149909039571
"CbMPDiCbraya","G1071","G24358",0.00722145213536205,0.027263936924151,0.23300888225818,0,0.732505728682307
"CbMPDiCbraya","G1071","G24605",0,0.0221424829757963,0.284775870049913,0,0.69308164697429
"CbMPDiCbraya","G1071","G2488",0.00701548302938525,0.0710772585869644,0.35822041286534,0,0.563686845518311
"CbMPDiCbraya","G1071","G2587",0,0.0317092783048239,0.515768871225398,0,0.452521850469779
"CbMPDiCbraya","G1071","G278",0,0.200676395571387,0.301948053074436,1.06060284665804e-05,0.497364945325711
"CbMPDiCbraya","G1071","G281",0,0.148132552875826,0.379704148606332,0,0.472163298517842
"CbMPDiCbraya","G1071","G7469",0.0828424795278295,0.0513846369627589,0.525994513316272,0.000707501362228942,0.339070868830911
"CbMPDiCbraya","G1071","G802",0,0.024984634346445,0.37479351840717,4.14696856597827e-05,0.600180377560725
"CbMPDiCbraya","G1071","G845",0,0.0240448803532916,0.518027241450139,0,0.45792787819657
"CbMPDiCbraya","G1071","G876",0.00334554914551005,0.0220824588426592,0.257485337129142,6.07976653696498e-05,0.717025857217319
"CbMPDiCbraya","G1071","G8911",0,0.0423111105199966,0.405502098503675,0,0.552186790976328
"CbMPDiCbraya","G1071","G8927",0.00252419893190921,0.00315299342615613,0.36681853686558,0,0.627504270776354
"CbMPDiCbraya","G1071","G93",0.0126951584923514,0.037316264639453,0.542001396910647,0,0.407987179957548
"CbMPDiCbraya","G109","G110",0,0.270620473804768,0.271395520970762,0.000293353909807351,0.457690651314663
"CbMPDiCbraya","G109","G111",0,0.169416830152017,0.288249437898451,0,0.542333731949532
"CbMPDiCbraya","G109","G1115",0.0473546971299669,0.107835719750704,0.262506523431844,0.000239057912511458,0.582064001774973
"CbMPDiCbraya","G109","G1220",0,0.0261023728094179,0.29968945593449,0.000229579555380164,0.673978591700712
"CbMPDiCbraya","G109","G12983",0,0.185879807967882,0.188972422356723,0.000224456814508888,0.624923312860886
"CbMPDiCbraya","G109","G13505",0,0.2349340866097,0.092806411078773,0.000247287656236361,0.67201221465529
"CbMPDiCbraya","G109","G1459",0.0647852530095811,0.257384023841775,0.343478752437813,0,0.334351970710831
"CbMPDiCbraya","G109","G1642",0,0.128614624094983,0.501276200954358,0.000406775913447386,0.369702399037211
"CbMPDiCbraya","G109","G1653",0,0.0688896852917234,0.200062313894949,0.000227326007978604,0.730820674805349
"CbMPDiCbraya","G109","G16701",0,0.154772860148085,0.478497203330455,0,0.366729936521459
"CbMPDiCbraya","G109","G1679",0,0.198009695740335,0.423784736594253,0.106299875896278,0.271905691769134
"CbMPDiCbraya","G109","G18440",0.0565614937280723,0.0767783913954327,0.14299976553017,0,0.723660349346325
"CbMPDiCbraya","G109","G18889",0,0.215213876201185,0.24518860138411,0.000381190484819613,0.539216331929886
"CbMPDiCbraya","G109","G19177",0,0.196077578514186,0.203632503459276,0,0.600289918026538
"CbMPDiCbraya","G109","G19888",0,0.0804943416243037,0.451270202556336,0,0.46823545581936
"CbMPDiCbraya","G109","G19889",0,0.153221689339724,0.384903686164303,0,0.461874624495972
"CbMPDiCbraya","G109","G19891",0,0.19555413557104,0.298288039470412,0,0.506157824958547
"CbMPDiCbraya","G109","G19892",0,0.225579714782144,0.288274111623084,0.000566641320394462,0.485579532274378
"CbMPDiCbraya","G109","G19893",0.0280242749347335,0.114969347397934,0.401521049555824,0.105015914145517,0.350469413965992
"CbMPDiCbraya","G109","G19895",0,0.157090438488875,0.432920850496528,0.000265351592245772,0.409723359422351
"CbMPDiCbraya","G109","G19896",0,0.12436528494135,0.481905587788709,0,0.393729127269941
"CbMPDiCbraya","G109","G19897",0,0.105611161162012,0.493115653759967,0.0974510915268653,0.303822093551156
"CbMPDiCbraya","G109","G22309",0,0.172600747185268,0.245199876946425,0,0.582199375868307
"CbMPDiCbraya","G109","G23419",0,0.134334208628218,0.42242923882974,0,0.443236552542042
"CbMPDiCbraya","G109","G23419A",0,0.0298595171225259,0.269117488646596,0.000806284593486311,0.700216709637391
"CbMPDiCbraya","G109","G23421",0,0.0909449147648781,0.380451034703857,0,0.528604050531265
"CbMPDiCbraya","G109","G23422",0,0.249920332931265,0.198164010663324,0,0.551915656405411
"CbMPDiCbraya","G109","G23426",0,0.250173790818765,0.297447351310743,0.000312792751427731,0.452066065119064
"CbMPDiCbraya","G109","G23427",0,0.0998309144941405,0.229324474765647,0.000247040713694363,0.670597570026518
"CbMPDiCbraya","G109","G23455",0.000877262042670925,0.138299417285037,0.236556570921859,0,0.624266749750433
"CbMPDiCbraya","G109","G23458",0,0.172978836456308,0.384856251760198,0.000974147169785659,0.441190764613709
"CbMPDiCbraya","G109","G23459",0,0.104929441428574,0.308016022293361,0.000294185338123615,0.586760350939941
"CbMPDiCbraya","G109","G23464",0,0.190216271303238,0.273061582575079,0,0.536722146121683
"CbMPDiCbraya","G109","G23470",0,0.082293084395245,0.26611174960767,0,0.651595165997085
"CbMPDiCbraya","G109","G23505",0.0539461956360569,0.179203126238911,0.165646364628949,0,0.601204313496084
"CbMPDiCbraya","G109","G23511A",0,0.081839572801792,0.318287742654711,0,0.599872684543497
"CbMPDiCbraya","G109","G23512",0.0791107382238447,0.0171926989750792,0.305156534317969,0,0.598540028483107
"CbMPDiCbraya","G109","G23517",0,0.0250831968762882,0.250771005787616,0,0.724145797336096
"CbMPDiCbraya","G109","G23520",0.0599245124764101,0.18966522809726,0.163842950677938,0,0.586567308748392
"CbMPDiCbraya","G109","G23526",0,0.236740161539694,0.126159928840371,0.000236732024721863,0.636863177595213
"CbMPDiCbraya","G109","G23527",0,0.0458005680115699,0.176861265869096,0.000224456814508888,0.777113709304826
"CbMPDiCbraya","G109","G23538",0,0.192754064377538,0.133655403067742,0,0.67359053255472
"CbMPDiCbraya","G109","G23545A",0,0.0912382469409478,0.348783755720904,0.000257780520993682,0.559720216817155
"CbMPDiCbraya","G109","G23589",0.0208577324187162,0.108062862976165,0.262730256857375,0.000318988796652005,0.608030158951092
"CbMPDiCbraya","G109","G23664",0,0.0473660563887583,0.463161290836936,0,0.489472652774306
"CbMPDiCbraya","G109","G23667",0.0257742791825576,0.0460476585860587,0.188791460263987,0,0.739386601967396
"CbMPDiCbraya","G109","G23678",0,0.150883337261792,0.321036421265005,0.000243067236345117,0.527837174236858
"CbMPDiCbraya","G109","G24339",0,0.152604168122483,0.23438467917302,0,0.613011152704497
"CbMPDiCbraya","G109","G24358",0,0.0443418920514992,0.20251455045068,0,0.753143557497821
"CbMPDiCbraya","G109","G24605",0.0335303448484006,0.0467926288783358,0.212880322801824,0.000235799569891026,0.706560903901549
"CbMPDiCbraya","G109","G2488",0.00804685102649286,0.20977574801356,0.240440170388216,0,0.541737230571731
"CbMPDiCbraya","G109","G2587",0.0520188586381818,0.193255332467781,0.459977728854348,0.000284205392492732,0.294463874647196
"CbMPDiCbraya","G109","G278",0,0.24643916734971,0.237040055977586,0.00027748695684179,0.516243289715862
"CbMPDiCbraya","G109","G281",0,0.27885889800166,0.284201632181688,0,0.436939469816651
"CbMPDiCbraya","G109","G7469",0.0558239362483602,0.0974187247518645,0.47622667411788,0.000224456814508888,0.370306208067386
"CbMPDiCbraya","G109","G802",0,0.109656355928184,0.341154375309487,0.000255559078753726,0.548933709683576
"CbMPDiCbraya","G109","G845",0,0.164338296239399,0.444687273405117,0,0.390974430355483
"CbMPDiCbraya","G109","G876",0,0.0784696183582035,0.251839727091955,0.000264988591421988,0.66942566595842
"CbMPDiCbraya","G109","G8911",0.00236826258504624,0.136857973240005,0.245911597286086,0,0.614862166888863
"CbMPDiCbraya","G109","G8927",0,0.145846296124017,0.172485800504187,0,0.681667903371796
"CbMPDiCbraya","G109","G93",0.0305037200292277,0.165973789730697,0.495627414176224,0,0.307895076063852
